date,time,origin,destination,ridership
2026-01-17,23:00,Woodlands CIQ,JB Sentral,86
2026-01-18,05:00,JB Sentral,Woodlands CIQ,114
2026-01-18,06:00,JB Sentral,Woodlands CIQ,168
2026-01-18,07:00,JB Sentral,Woodlands CIQ,318
2026-01-18,08:00,JB Sentral,Woodlands CIQ,325
2026-01-18,08:00,Woodlands CIQ,JB Sentral,326
2026-01-18,09:00,Woodlands CIQ,JB Sentral,325
2026-01-18,10:00,JB Sentral,Woodlands CIQ,323
2026-01-18,11:00,JB Sentral,Woodlands CIQ,326
2026-01-18,11:00,Woodlands CIQ,JB Sentral,321
2026-01-18,12:00,JB Sentral,Woodlands CIQ,322
2026-01-18,12:00,Woodlands CIQ,JB Sentral,316
2026-01-18,13:00,Woodlands CIQ,JB Sentral,285
2026-01-18,14:00,JB Sentral,Woodlands CIQ,322
2026-01-18,15:00,JB Sentral,Woodlands CIQ,322
2026-01-18,15:00,Woodlands CIQ,JB Sentral,176
2026-01-18,16:00,JB Sentral,Woodlands CIQ,317
2026-01-18,16:00,Woodlands CIQ,JB Sentral,141
2026-01-18,17:00,JB Sentral,Woodlands CIQ,319
2026-01-18,17:00,Woodlands CIQ,JB Sentral,99
2026-01-18,18:00,Woodlands CIQ,JB Sentral,90
2026-01-18,19:00,JB Sentral,Woodlands CIQ,322
2026-01-18,20:00,JB Sentral,Woodlands CIQ,321
2026-01-18,20:00,Woodlands CIQ,JB Sentral,73
2026-01-18,21:00,JB Sentral,Woodlands CIQ,321
2026-01-18,21:00,Woodlands CIQ,JB Sentral,79
2026-01-18,22:00,JB Sentral,Woodlands CIQ,310
2026-01-18,22:00,Woodlands CIQ,JB Sentral,57
2026-01-18,23:00,Woodlands CIQ,JB Sentral,42
2026-01-19,05:00,JB Sentral,Woodlands CIQ,640
2026-01-19,06:00,JB Sentral,Woodlands CIQ,640
2026-01-19,07:00,JB Sentral,Woodlands CIQ,640
2026-01-19,08:00,JB Sentral,Woodlands CIQ,313
2026-01-19,08:00,Woodlands CIQ,JB Sentral,320
2026-01-19,09:00,Woodlands CIQ,JB Sentral,319
2026-01-19,10:00,JB Sentral,Woodlands CIQ,320
2026-01-19,11:00,JB Sentral,Woodlands CIQ,305
2026-01-19,11:00,Woodlands CIQ,JB Sentral,321
2026-01-19,12:00,JB Sentral,Woodlands CIQ,321
2026-01-19,12:00,Woodlands CIQ,JB Sentral,297
2026-01-19,13:00,Woodlands CIQ,JB Sentral,171
2026-01-19,15:00,JB Sentral,Woodlands CIQ,323
2026-01-19,16:00,JB Sentral,Woodlands CIQ,328
2026-01-19,16:00,Woodlands CIQ,JB Sentral,98
2026-01-19,17:00,JB Sentral,Woodlands CIQ,321
2026-01-19,17:00,Woodlands CIQ,JB Sentral,121
2026-01-19,18:00,Woodlands CIQ,JB Sentral,320
2026-01-19,19:00,JB Sentral,Woodlands CIQ,314
2026-01-19,20:00,JB Sentral,Woodlands CIQ,314
2026-01-19,20:00,Woodlands CIQ,JB Sentral,318
2026-01-19,21:00,JB Sentral,Woodlands CIQ,314
2026-01-19,21:00,Woodlands CIQ,JB Sentral,223
2026-01-19,22:00,JB Sentral,Woodlands CIQ,320
2026-01-19,22:00,Woodlands CIQ,JB Sentral,122
2026-01-19,23:00,Woodlands CIQ,JB Sentral,43
2026-01-20,05:00,JB Sentral,Woodlands CIQ,640
2026-01-20,06:00,JB Sentral,Woodlands CIQ,640
2026-01-20,07:00,JB Sentral,Woodlands CIQ,640
2026-01-20,08:00,JB Sentral,Woodlands CIQ,320
2026-01-20,08:00,Woodlands CIQ,JB Sentral,320
2026-01-20,09:00,Woodlands CIQ,JB Sentral,321
2026-01-20,10:00,JB Sentral,Woodlands CIQ,298
2026-01-20,11:00,JB Sentral,Woodlands CIQ,200
2026-01-20,11:00,Woodlands CIQ,JB Sentral,321
2026-01-20,12:00,JB Sentral,Woodlands CIQ,175
2026-01-20,12:00,Woodlands CIQ,JB Sentral,324
2026-01-20,13:00,Woodlands CIQ,JB Sentral,108
2026-01-20,14:00,JB Sentral,Woodlands CIQ,183
2026-01-20,15:00,JB Sentral,Woodlands CIQ,320
2026-01-20,15:00,Woodlands CIQ,JB Sentral,123
2026-01-20,16:00,JB Sentral,Woodlands CIQ,320
2026-01-20,16:00,Woodlands CIQ,JB Sentral,51
2026-01-20,17:00,JB Sentral,Woodlands CIQ,311
2026-01-20,17:00,Woodlands CIQ,JB Sentral,154
2026-01-20,18:00,Woodlands CIQ,JB Sentral,320
2026-01-20,19:00,JB Sentral,Woodlands CIQ,320
2026-01-20,20:00,JB Sentral,Woodlands CIQ,315
2026-01-20,20:00,Woodlands CIQ,JB Sentral,319
2026-01-20,21:00,JB Sentral,Woodlands CIQ,312
2026-01-20,21:00,Woodlands CIQ,JB Sentral,280
2026-01-20,22:00,JB Sentral,Woodlands CIQ,246
2026-01-20,22:00,Woodlands CIQ,JB Sentral,120
2026-01-20,23:00,Woodlands CIQ,JB Sentral,47
2026-01-21,05:00,JB Sentral,Woodlands CIQ,640
2026-01-21,06:00,JB Sentral,Woodlands CIQ,639
2026-01-21,07:00,JB Sentral,Woodlands CIQ,629
2026-01-21,08:00,JB Sentral,Woodlands CIQ,320
2026-01-21,08:00,Woodlands CIQ,JB Sentral,320
2026-01-21,09:00,Woodlands CIQ,JB Sentral,318
2026-01-21,10:00,JB Sentral,Woodlands CIQ,289
2026-01-21,11:00,JB Sentral,Woodlands CIQ,219
2026-01-21,11:00,Woodlands CIQ,JB Sentral,321
2026-01-21,12:00,JB Sentral,Woodlands CIQ,166
2026-01-21,12:00,Woodlands CIQ,JB Sentral,319
2026-01-21,13:00,Woodlands CIQ,JB Sentral,146
2026-01-21,14:00,JB Sentral,Woodlands CIQ,219
2026-01-21,15:00,JB Sentral,Woodlands CIQ,319
2026-01-21,15:00,Woodlands CIQ,JB Sentral,140
2026-01-21,16:00,JB Sentral,Woodlands CIQ,314
2026-01-21,16:00,Woodlands CIQ,JB Sentral,82
2026-01-21,17:00,JB Sentral,Woodlands CIQ,316
2026-01-21,17:00,Woodlands CIQ,JB Sentral,167
2026-01-21,18:00,Woodlands CIQ,JB Sentral,318
2026-01-21,19:00,JB Sentral,Woodlands CIQ,311
2026-01-21,20:00,JB Sentral,Woodlands CIQ,313
2026-01-21,20:00,Woodlands CIQ,JB Sentral,319
2026-01-21,21:00,JB Sentral,Woodlands CIQ,315
2026-01-21,21:00,Woodlands CIQ,JB Sentral,320
2026-01-21,22:00,JB Sentral,Woodlands CIQ,223
2026-01-21,22:00,Woodlands CIQ,JB Sentral,187
2026-01-21,23:00,Woodlands CIQ,JB Sentral,46
2026-01-22,05:00,JB Sentral,Woodlands CIQ,640
2026-01-22,06:00,JB Sentral,Woodlands CIQ,640
2026-01-22,07:00,JB Sentral,Woodlands CIQ,640
2026-01-22,08:00,JB Sentral,Woodlands CIQ,320
2026-01-22,08:00,Woodlands CIQ,JB Sentral,320
2026-01-22,09:00,Woodlands CIQ,JB Sentral,322
2026-01-22,11:00,JB Sentral,Woodlands CIQ,320
2026-01-22,12:00,JB Sentral,Woodlands CIQ,227
2026-01-22,12:00,Woodlands CIQ,JB Sentral,320
2026-01-22,13:00,Woodlands CIQ,JB Sentral,311
2026-01-22,14:00,JB Sentral,Woodlands CIQ,195
2026-01-22,15:00,JB Sentral,Woodlands CIQ,319
2026-01-22,15:00,Woodlands CIQ,JB Sentral,153
2026-01-22,16:00,JB Sentral,Woodlands CIQ,311
2026-01-22,16:00,Woodlands CIQ,JB Sentral,114
2026-01-22,17:00,JB Sentral,Woodlands CIQ,313
2026-01-22,17:00,Woodlands CIQ,JB Sentral,277
2026-01-22,18:00,Woodlands CIQ,JB Sentral,319
2026-01-22,19:00,JB Sentral,Woodlands CIQ,315
2026-01-22,20:00,JB Sentral,Woodlands CIQ,314
2026-01-22,20:00,Woodlands CIQ,JB Sentral,319
2026-01-22,21:00,JB Sentral,Woodlands CIQ,310
2026-01-22,21:00,Woodlands CIQ,JB Sentral,321
2026-01-22,22:00,JB Sentral,Woodlands CIQ,260
2026-01-22,22:00,Woodlands CIQ,JB Sentral,323
2026-01-22,23:00,Woodlands CIQ,JB Sentral,57
2026-01-23,05:00,JB Sentral,Woodlands CIQ,639
2026-01-23,06:00,JB Sentral,Woodlands CIQ,639
2026-01-23,07:00,JB Sentral,Woodlands CIQ,636
2026-01-23,08:00,JB Sentral,Woodlands CIQ,320
2026-01-23,08:00,Woodlands CIQ,JB Sentral,320
2026-01-23,09:00,Woodlands CIQ,JB Sentral,320
2026-01-23,10:00,JB Sentral,Woodlands CIQ,243
2026-01-23,11:00,JB Sentral,Woodlands CIQ,177
2026-01-23,11:00,Woodlands CIQ,JB Sentral,324
2026-01-23,12:00,JB Sentral,Woodlands CIQ,191
2026-01-23,12:00,Woodlands CIQ,JB Sentral,322
2026-01-23,13:00,Woodlands CIQ,JB Sentral,324
2026-01-23,14:00,JB Sentral,Woodlands CIQ,246
2026-01-23,15:00,JB Sentral,Woodlands CIQ,284
2026-01-23,15:00,Woodlands CIQ,JB Sentral,320
2026-01-23,16:00,JB Sentral,Woodlands CIQ,324
2026-01-23,16:00,Woodlands CIQ,JB Sentral,315
2026-01-23,17:00,JB Sentral,Woodlands CIQ,318
2026-01-23,17:00,Woodlands CIQ,JB Sentral,314
2026-01-23,18:00,Woodlands CIQ,JB Sentral,320
2026-01-23,19:00,JB Sentral,Woodlands CIQ,320
2026-01-23,20:00,JB Sentral,Woodlands CIQ,315
2026-01-23,20:00,Woodlands CIQ,JB Sentral,321
2026-01-23,21:00,JB Sentral,Woodlands CIQ,322
2026-01-23,21:00,Woodlands CIQ,JB Sentral,316
2026-01-23,22:00,JB Sentral,Woodlands CIQ,321
2026-01-23,22:00,Woodlands CIQ,JB Sentral,322
2026-01-23,23:00,Woodlands CIQ,JB Sentral,313
2026-01-24,05:00,JB Sentral,Woodlands CIQ,164
2026-01-24,06:00,JB Sentral,Woodlands CIQ,357
2026-01-24,07:00,JB Sentral,Woodlands CIQ,500
2026-01-24,08:00,JB Sentral,Woodlands CIQ,323
2026-01-24,08:00,Woodlands CIQ,JB Sentral,322
2026-01-24,09:00,Woodlands CIQ,JB Sentral,322
2026-01-24,10:00,JB Sentral,Woodlands CIQ,325
2026-01-24,11:00,JB Sentral,Woodlands CIQ,324
2026-01-24,11:00,Woodlands CIQ,JB Sentral,326
2026-01-24,12:00,JB Sentral,Woodlands CIQ,317
2026-01-24,12:00,Woodlands CIQ,JB Sentral,318
2026-01-24,13:00,Woodlands CIQ,JB Sentral,316
2026-01-24,14:00,JB Sentral,Woodlands CIQ,323
2026-01-24,15:00,JB Sentral,Woodlands CIQ,321
2026-01-24,15:00,Woodlands CIQ,JB Sentral,326
2026-01-24,16:00,JB Sentral,Woodlands CIQ,323
2026-01-24,16:00,Woodlands CIQ,JB Sentral,317
2026-01-24,17:00,JB Sentral,Woodlands CIQ,319
2026-01-24,17:00,Woodlands CIQ,JB Sentral,324
2026-01-24,18:00,Woodlands CIQ,JB Sentral,318
2026-01-24,19:00,JB Sentral,Woodlands CIQ,321
2026-01-24,20:00,JB Sentral,Woodlands CIQ,317
2026-01-24,20:00,Woodlands CIQ,JB Sentral,225
2026-01-24,21:00,JB Sentral,Woodlands CIQ,323
2026-01-24,21:00,Woodlands CIQ,JB Sentral,210
2026-01-24,22:00,JB Sentral,Woodlands CIQ,320
2026-01-24,22:00,Woodlands CIQ,JB Sentral,202
2026-01-24,23:00,Woodlands CIQ,JB Sentral,146
2026-01-25,05:00,JB Sentral,Woodlands CIQ,119
2026-01-25,06:00,JB Sentral,Woodlands CIQ,169
2026-01-25,07:00,JB Sentral,Woodlands CIQ,381
2026-01-25,08:00,JB Sentral,Woodlands CIQ,322
2026-01-25,08:00,Woodlands CIQ,JB Sentral,318
2026-01-25,09:00,Woodlands CIQ,JB Sentral,323
2026-01-25,10:00,JB Sentral,Woodlands CIQ,322
2026-01-25,11:00,JB Sentral,Woodlands CIQ,323
2026-01-25,11:00,Woodlands CIQ,JB Sentral,322
2026-01-25,12:00,JB Sentral,Woodlands CIQ,322
2026-01-25,12:00,Woodlands CIQ,JB Sentral,322
2026-01-25,13:00,Woodlands CIQ,JB Sentral,320
2026-01-25,14:00,JB Sentral,Woodlands CIQ,325
2026-01-25,15:00,JB Sentral,Woodlands CIQ,318
2026-01-25,15:00,Woodlands CIQ,JB Sentral,182
2026-01-25,16:00,JB Sentral,Woodlands CIQ,315
2026-01-25,16:00,Woodlands CIQ,JB Sentral,110
2026-01-25,17:00,JB Sentral,Woodlands CIQ,321
2026-01-25,17:00,Woodlands CIQ,JB Sentral,157
2026-01-25,18:00,Woodlands CIQ,JB Sentral,130
2026-01-25,19:00,JB Sentral,Woodlands CIQ,323
2026-01-25,20:00,JB Sentral,Woodlands CIQ,320
2026-01-25,20:00,Woodlands CIQ,JB Sentral,109
2026-01-25,21:00,JB Sentral,Woodlands CIQ,320
2026-01-25,21:00,Woodlands CIQ,JB Sentral,81
2026-01-25,22:00,JB Sentral,Woodlands CIQ,320
2026-01-25,22:00,Woodlands CIQ,JB Sentral,77
2026-01-25,23:00,Woodlands CIQ,JB Sentral,29
2026-01-26,05:00,JB Sentral,Woodlands CIQ,640
2026-01-26,06:00,JB Sentral,Woodlands CIQ,640
2026-01-26,07:00,JB Sentral,Woodlands CIQ,640
2026-01-26,08:00,JB Sentral,Woodlands CIQ,320
2026-01-26,08:00,Woodlands CIQ,JB Sentral,322
2026-01-26,09:00,Woodlands CIQ,JB Sentral,321
2026-01-26,10:00,JB Sentral,Woodlands CIQ,324
2026-01-26,11:00,JB Sentral,Woodlands CIQ,320
2026-01-26,11:00,Woodlands CIQ,JB Sentral,321
2026-01-26,12:00,JB Sentral,Woodlands CIQ,324
2026-01-26,12:00,Woodlands CIQ,JB Sentral,320
2026-01-26,13:00,Woodlands CIQ,JB Sentral,187
2026-01-26,15:00,JB Sentral,Woodlands CIQ,328
2026-01-26,16:00,JB Sentral,Woodlands CIQ,326
2026-01-26,16:00,Woodlands CIQ,JB Sentral,125
2026-01-26,17:00,JB Sentral,Woodlands CIQ,322
2026-01-26,17:00,Woodlands CIQ,JB Sentral,177
2026-01-26,18:00,Woodlands CIQ,JB Sentral,320
2026-01-26,19:00,JB Sentral,Woodlands CIQ,319
2026-01-26,20:00,JB Sentral,Woodlands CIQ,317
2026-01-26,20:00,Woodlands CIQ,JB Sentral,320
2026-01-26,21:00,JB Sentral,Woodlands CIQ,316
2026-01-26,21:00,Woodlands CIQ,JB Sentral,233
2026-01-26,22:00,JB Sentral,Woodlands CIQ,320
2026-01-26,22:00,Woodlands CIQ,JB Sentral,117
2026-01-26,23:00,Woodlands CIQ,JB Sentral,33
2026-01-27,05:00,JB Sentral,Woodlands CIQ,640
2026-01-27,06:00,JB Sentral,Woodlands CIQ,640
2026-01-27,07:00,JB Sentral,Woodlands CIQ,640
2026-01-27,08:00,JB Sentral,Woodlands CIQ,320
2026-01-27,08:00,Woodlands CIQ,JB Sentral,320
2026-01-27,09:00,Woodlands CIQ,JB Sentral,320
2026-01-27,10:00,JB Sentral,Woodlands CIQ,321
2026-01-27,11:00,JB Sentral,Woodlands CIQ,181
2026-01-27,11:00,Woodlands CIQ,JB Sentral,323
2026-01-27,12:00,JB Sentral,Woodlands CIQ,173
2026-01-27,12:00,Woodlands CIQ,JB Sentral,321
2026-01-27,13:00,Woodlands CIQ,JB Sentral,172
2026-01-27,14:00,JB Sentral,Woodlands CIQ,280
2026-01-27,15:00,JB Sentral,Woodlands CIQ,321
2026-01-27,15:00,Woodlands CIQ,JB Sentral,115
2026-01-27,16:00,JB Sentral,Woodlands CIQ,323
2026-01-27,16:00,Woodlands CIQ,JB Sentral,71
2026-01-27,17:00,JB Sentral,Woodlands CIQ,317
2026-01-27,17:00,Woodlands CIQ,JB Sentral,174
2026-01-27,18:00,Woodlands CIQ,JB Sentral,316
2026-01-27,19:00,JB Sentral,Woodlands CIQ,315
2026-01-27,20:00,JB Sentral,Woodlands CIQ,315
2026-01-27,20:00,Woodlands CIQ,JB Sentral,315
2026-01-27,21:00,JB Sentral,Woodlands CIQ,316
2026-01-27,21:00,Woodlands CIQ,JB Sentral,308
2026-01-27,22:00,JB Sentral,Woodlands CIQ,320
2026-01-27,22:00,Woodlands CIQ,JB Sentral,131
2026-01-27,23:00,Woodlands CIQ,JB Sentral,33
2026-01-28,05:00,JB Sentral,Woodlands CIQ,640
2026-01-28,06:00,JB Sentral,Woodlands CIQ,640
2026-01-28,07:00,JB Sentral,Woodlands CIQ,636
2026-01-28,08:00,JB Sentral,Woodlands CIQ,320
2026-01-28,08:00,Woodlands CIQ,JB Sentral,322
2026-01-28,09:00,Woodlands CIQ,JB Sentral,320
2026-01-28,10:00,JB Sentral,Woodlands CIQ,321
2026-01-28,11:00,JB Sentral,Woodlands CIQ,202
2026-01-28,11:00,Woodlands CIQ,JB Sentral,319
2026-01-28,12:00,JB Sentral,Woodlands CIQ,179
2026-01-28,12:00,Woodlands CIQ,JB Sentral,319
2026-01-28,13:00,Woodlands CIQ,JB Sentral,194
2026-01-28,14:00,JB Sentral,Woodlands CIQ,240
2026-01-28,15:00,JB Sentral,Woodlands CIQ,323
2026-01-28,15:00,Woodlands CIQ,JB Sentral,163
2026-01-28,16:00,JB Sentral,Woodlands CIQ,320
2026-01-28,16:00,Woodlands CIQ,JB Sentral,90
2026-01-28,17:00,JB Sentral,Woodlands CIQ,317
2026-01-28,17:00,Woodlands CIQ,JB Sentral,209
2026-01-28,18:00,Woodlands CIQ,JB Sentral,319
2026-01-28,19:00,JB Sentral,Woodlands CIQ,314
2026-01-28,20:00,JB Sentral,Woodlands CIQ,313
2026-01-28,20:00,Woodlands CIQ,JB Sentral,319
2026-01-28,21:00,JB Sentral,Woodlands CIQ,316
2026-01-28,21:00,Woodlands CIQ,JB Sentral,320
2026-01-28,22:00,JB Sentral,Woodlands CIQ,320
2026-01-28,22:00,Woodlands CIQ,JB Sentral,179
2026-01-28,23:00,Woodlands CIQ,JB Sentral,54
2026-01-29,05:00,JB Sentral,Woodlands CIQ,640
2026-01-29,06:00,JB Sentral,Woodlands CIQ,636
2026-01-29,07:00,JB Sentral,Woodlands CIQ,634
2026-01-29,08:00,JB Sentral,Woodlands CIQ,321
2026-01-29,08:00,Woodlands CIQ,JB Sentral,322
2026-01-29,09:00,Woodlands CIQ,JB Sentral,322
2026-01-29,11:00,JB Sentral,Woodlands CIQ,315
2026-01-29,12:00,JB Sentral,Woodlands CIQ,190
2026-01-29,12:00,Woodlands CIQ,JB Sentral,323
2026-01-29,13:00,Woodlands CIQ,JB Sentral,323
2026-01-29,14:00,JB Sentral,Woodlands CIQ,238
2026-01-29,15:00,JB Sentral,Woodlands CIQ,321
2026-01-29,15:00,Woodlands CIQ,JB Sentral,299
2026-01-29,16:00,JB Sentral,Woodlands CIQ,322
2026-01-29,16:00,Woodlands CIQ,JB Sentral,95
2026-01-29,17:00,JB Sentral,Woodlands CIQ,315
2026-01-29,17:00,Woodlands CIQ,JB Sentral,241
2026-01-29,18:00,Woodlands CIQ,JB Sentral,318
2026-01-29,19:00,JB Sentral,Woodlands CIQ,318
2026-01-29,20:00,JB Sentral,Woodlands CIQ,316
2026-01-29,20:00,Woodlands CIQ,JB Sentral,321
2026-01-29,21:00,JB Sentral,Woodlands CIQ,323
2026-01-29,21:00,Woodlands CIQ,JB Sentral,321
2026-01-29,22:00,JB Sentral,Woodlands CIQ,320
2026-01-29,22:00,Woodlands CIQ,JB Sentral,320
2026-01-29,23:00,Woodlands CIQ,JB Sentral,76
2026-01-30,05:00,JB Sentral,Woodlands CIQ,640
2026-01-30,06:00,JB Sentral,Woodlands CIQ,640
2026-01-30,07:00,JB Sentral,Woodlands CIQ,637
2026-01-30,08:00,JB Sentral,Woodlands CIQ,320
2026-01-30,08:00,Woodlands CIQ,JB Sentral,321
2026-01-30,09:00,Woodlands CIQ,JB Sentral,322
2026-01-30,10:00,JB Sentral,Woodlands CIQ,260
2026-01-30,11:00,JB Sentral,Woodlands CIQ,178
2026-01-30,11:00,Woodlands CIQ,JB Sentral,319
2026-01-30,12:00,JB Sentral,Woodlands CIQ,193
2026-01-30,12:00,Woodlands CIQ,JB Sentral,319
2026-01-30,13:00,Woodlands CIQ,JB Sentral,320
2026-01-30,14:00,JB Sentral,Woodlands CIQ,279
2026-01-30,15:00,JB Sentral,Woodlands CIQ,322
2026-01-30,15:00,Woodlands CIQ,JB Sentral,323
2026-01-30,16:00,JB Sentral,Woodlands CIQ,320
2026-01-30,16:00,Woodlands CIQ,JB Sentral,316
2026-01-30,17:00,JB Sentral,Woodlands CIQ,321
2026-01-30,17:00,Woodlands CIQ,JB Sentral,319
2026-01-30,18:00,Woodlands CIQ,JB Sentral,321
2026-01-30,19:00,JB Sentral,Woodlands CIQ,321
2026-01-30,20:00,JB Sentral,Woodlands CIQ,319
2026-01-30,20:00,Woodlands CIQ,JB Sentral,321
2026-01-30,21:00,JB Sentral,Woodlands CIQ,319
2026-01-30,21:00,Woodlands CIQ,JB Sentral,324
2026-01-30,22:00,JB Sentral,Woodlands CIQ,320
2026-01-30,22:00,Woodlands CIQ,JB Sentral,325
2026-01-30,23:00,Woodlands CIQ,JB Sentral,320
2026-01-31,05:00,JB Sentral,Woodlands CIQ,162
2026-01-31,06:00,JB Sentral,Woodlands CIQ,344
2026-01-31,07:00,JB Sentral,Woodlands CIQ,553
2026-01-31,08:00,JB Sentral,Woodlands CIQ,320
2026-01-31,08:00,Woodlands CIQ,JB Sentral,320
2026-01-31,09:00,Woodlands CIQ,JB Sentral,321
2026-01-31,10:00,JB Sentral,Woodlands CIQ,324
2026-01-31,11:00,JB Sentral,Woodlands CIQ,327
2026-01-31,11:00,Woodlands CIQ,JB Sentral,325
2026-01-31,12:00,JB Sentral,Woodlands CIQ,321
2026-01-31,12:00,Woodlands CIQ,JB Sentral,320
2026-01-31,13:00,Woodlands CIQ,JB Sentral,323
2026-01-31,14:00,JB Sentral,Woodlands CIQ,326
2026-01-31,15:00,JB Sentral,Woodlands CIQ,327
2026-01-31,15:00,Woodlands CIQ,JB Sentral,320
2026-01-31,16:00,JB Sentral,Woodlands CIQ,321
2026-01-31,16:00,Woodlands CIQ,JB Sentral,324
2026-01-31,17:00,JB Sentral,Woodlands CIQ,320
2026-01-31,17:00,Woodlands CIQ,JB Sentral,321
2026-01-31,18:00,Woodlands CIQ,JB Sentral,322
2026-01-31,19:00,JB Sentral,Woodlands CIQ,320
2026-01-31,20:00,JB Sentral,Woodlands CIQ,320
2026-01-31,20:00,Woodlands CIQ,JB Sentral,241
2026-01-31,21:00,JB Sentral,Woodlands CIQ,320
2026-01-31,21:00,Woodlands CIQ,JB Sentral,211
2026-01-31,22:00,JB Sentral,Woodlands CIQ,320
2026-01-31,22:00,Woodlands CIQ,JB Sentral,256
2026-01-31,23:00,Woodlands CIQ,JB Sentral,115
2026-02-01,05:00,JB Sentral,Woodlands CIQ,116
2026-02-01,06:00,JB Sentral,Woodlands CIQ,153
2026-02-01,07:00,JB Sentral,Woodlands CIQ,564
2026-02-01,08:00,JB Sentral,Woodlands CIQ,323
2026-02-01,08:00,Woodlands CIQ,JB Sentral,322
2026-02-01,09:00,Woodlands CIQ,JB Sentral,325
2026-02-01,10:00,JB Sentral,Woodlands CIQ,324
2026-02-01,11:00,JB Sentral,Woodlands CIQ,329
2026-02-01,11:00,Woodlands CIQ,JB Sentral,321
2026-02-01,12:00,JB Sentral,Woodlands CIQ,321
2026-02-01,12:00,Woodlands CIQ,JB Sentral,320
2026-02-01,13:00,Woodlands CIQ,JB Sentral,325
2026-02-01,14:00,JB Sentral,Woodlands CIQ,322
2026-02-01,15:00,JB Sentral,Woodlands CIQ,324
2026-02-01,15:00,Woodlands CIQ,JB Sentral,203
2026-02-01,16:00,JB Sentral,Woodlands CIQ,322
2026-02-01,16:00,Woodlands CIQ,JB Sentral,119
2026-02-01,17:00,JB Sentral,Woodlands CIQ,322
2026-02-01,17:00,Woodlands CIQ,JB Sentral,113
2026-02-01,18:00,Woodlands CIQ,JB Sentral,117
2026-02-01,19:00,JB Sentral,Woodlands CIQ,321
2026-02-01,20:00,JB Sentral,Woodlands CIQ,322
2026-02-01,20:00,Woodlands CIQ,JB Sentral,97
2026-02-01,21:00,JB Sentral,Woodlands CIQ,320
2026-02-01,21:00,Woodlands CIQ,JB Sentral,148
2026-02-01,22:00,JB Sentral,Woodlands CIQ,320
2026-02-01,22:00,Woodlands CIQ,JB Sentral,179
2026-02-01,23:00,Woodlands CIQ,JB Sentral,77
2026-02-02,05:00,JB Sentral,Woodlands CIQ,640
2026-02-02,06:00,JB Sentral,Woodlands CIQ,640
2026-02-02,07:00,JB Sentral,Woodlands CIQ,641
2026-02-02,08:00,JB Sentral,Woodlands CIQ,321
2026-02-02,08:00,Woodlands CIQ,JB Sentral,320
2026-02-02,09:00,Woodlands CIQ,JB Sentral,322
2026-02-02,10:00,JB Sentral,Woodlands CIQ,323
2026-02-02,11:00,JB Sentral,Woodlands CIQ,321
2026-02-02,11:00,Woodlands CIQ,JB Sentral,324
2026-02-02,12:00,JB Sentral,Woodlands CIQ,325
2026-02-02,12:00,Woodlands CIQ,JB Sentral,320
2026-02-02,13:00,Woodlands CIQ,JB Sentral,326
2026-02-02,15:00,JB Sentral,Woodlands CIQ,325
2026-02-02,16:00,JB Sentral,Woodlands CIQ,324
2026-02-02,16:00,Woodlands CIQ,JB Sentral,115
2026-02-02,17:00,JB Sentral,Woodlands CIQ,322
2026-02-02,17:00,Woodlands CIQ,JB Sentral,217
2026-02-02,18:00,Woodlands CIQ,JB Sentral,318
2026-02-02,19:00,JB Sentral,Woodlands CIQ,319
2026-02-02,20:00,JB Sentral,Woodlands CIQ,323
2026-02-02,20:00,Woodlands CIQ,JB Sentral,321
2026-02-02,21:00,JB Sentral,Woodlands CIQ,320
2026-02-02,21:00,Woodlands CIQ,JB Sentral,296
2026-02-02,22:00,JB Sentral,Woodlands CIQ,320
2026-02-02,22:00,Woodlands CIQ,JB Sentral,148
2026-02-02,23:00,Woodlands CIQ,JB Sentral,28
2026-02-03,05:00,JB Sentral,Woodlands CIQ,640
2026-02-03,06:00,JB Sentral,Woodlands CIQ,640
2026-02-03,07:00,JB Sentral,Woodlands CIQ,640
2026-02-03,08:00,JB Sentral,Woodlands CIQ,320
2026-02-03,08:00,Woodlands CIQ,JB Sentral,318
2026-02-03,09:00,Woodlands CIQ,JB Sentral,321
2026-02-03,10:00,JB Sentral,Woodlands CIQ,320
2026-02-03,11:00,JB Sentral,Woodlands CIQ,197
2026-02-03,11:00,Woodlands CIQ,JB Sentral,318
2026-02-03,12:00,JB Sentral,Woodlands CIQ,181
2026-02-03,12:00,Woodlands CIQ,JB Sentral,321
2026-02-03,13:00,Woodlands CIQ,JB Sentral,303
2026-02-03,14:00,JB Sentral,Woodlands CIQ,265
2026-02-03,15:00,JB Sentral,Woodlands CIQ,324
2026-02-03,15:00,Woodlands CIQ,JB Sentral,143
2026-02-03,16:00,JB Sentral,Woodlands CIQ,321
2026-02-03,16:00,Woodlands CIQ,JB Sentral,69
2026-02-03,17:00,JB Sentral,Woodlands CIQ,323
2026-02-03,17:00,Woodlands CIQ,JB Sentral,172
2026-02-03,18:00,Woodlands CIQ,JB Sentral,320
2026-02-03,19:00,JB Sentral,Woodlands CIQ,320
2026-02-03,20:00,JB Sentral,Woodlands CIQ,320
2026-02-03,20:00,Woodlands CIQ,JB Sentral,320
2026-02-03,21:00,JB Sentral,Woodlands CIQ,320
2026-02-03,21:00,Woodlands CIQ,JB Sentral,303
2026-02-03,22:00,JB Sentral,Woodlands CIQ,321
2026-02-03,22:00,Woodlands CIQ,JB Sentral,168
